arm,subset,family,n,executed,metric,estimate,numerator,denominator,ci95_low,ci95_high
C,all,L9,24,0,VAR,,0,0,,
C,all,L9,24,0,VRR,,0,0,,
C,all,L9,24,0,VIR,,0,0,,
C,all,L9,24,0,IAR,,0,0,,
C,all,L9,24,0,IDR,,0,0,,
C,all,L9,24,0,IDR_indet,,0,0,,
C,all,L9,24,0,coverage,0.0,0,24,0.0,0.0
C,all,L9,24,0,abstention,,0,0,,
C,all,L9,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,all,L9,24,0,accuracy,,0,0,,
D,canonical,D1,24,24,VAR,,0,0,,
D,canonical,D1,24,24,VRR,,0,0,,
D,canonical,D1,24,24,VIR,,0,0,,
D,canonical,D1,24,24,IAR,,0,0,,
D,canonical,D1,24,24,IDR,,0,0,,
D,canonical,D1,24,24,IDR_indet,0.0,0,24,0.0,0.0
D,canonical,D1,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,D1,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,D1,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,D1,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,D2,24,24,VAR,,0,0,,
D,canonical,D2,24,24,VRR,,0,0,,
D,canonical,D2,24,24,VIR,,0,0,,
D,canonical,D2,24,24,IAR,,0,0,,
D,canonical,D2,24,24,IDR,,0,0,,
D,canonical,D2,24,24,IDR_indet,1.0,24,24,1.0,1.0
D,canonical,D2,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,D2,24,24,abstention,1.0,24,24,1.0,1.0
D,canonical,D2,24,24,decision_coverage,0.0,0,24,0.0,0.0
D,canonical,D2,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,D3,24,24,VAR,,0,0,,
D,canonical,D3,24,24,VRR,,0,0,,
D,canonical,D3,24,24,VIR,,0,0,,
D,canonical,D3,24,24,IAR,,0,0,,
D,canonical,D3,24,24,IDR,,0,0,,
D,canonical,D3,24,24,IDR_indet,0.0,0,24,0.0,0.0
D,canonical,D3,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,D3,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,D3,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,D3,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,D4,24,24,VAR,,0,0,,
D,canonical,D4,24,24,VRR,,0,0,,
D,canonical,D4,24,24,VIR,,0,0,,
D,canonical,D4,24,24,IAR,,0,0,,
D,canonical,D4,24,24,IDR,,0,0,,
D,canonical,D4,24,24,IDR_indet,0.0,0,24,0.0,0.0
D,canonical,D4,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,D4,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,D4,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,D4,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,I1,24,24,VAR,,0,0,,
D,canonical,I1,24,24,VRR,,0,0,,
D,canonical,I1,24,24,VIR,,0,0,,
D,canonical,I1,24,24,IAR,1.0,24,24,1.0,1.0
D,canonical,I1,24,24,IDR,0.0,0,24,0.0,0.0
D,canonical,I1,24,24,IDR_indet,,0,0,,
D,canonical,I1,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,I1,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,I1,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,I1,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,I10,24,24,VAR,,0,0,,
D,canonical,I10,24,24,VRR,,0,0,,
D,canonical,I10,24,24,VIR,,0,0,,
D,canonical,I10,24,24,IAR,1.0,24,24,1.0,1.0
D,canonical,I10,24,24,IDR,0.0,0,24,0.0,0.0
D,canonical,I10,24,24,IDR_indet,,0,0,,
D,canonical,I10,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,I10,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,I10,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,I10,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,I2,24,24,VAR,,0,0,,
D,canonical,I2,24,24,VRR,,0,0,,
D,canonical,I2,24,24,VIR,,0,0,,
D,canonical,I2,24,24,IAR,1.0,24,24,1.0,1.0
D,canonical,I2,24,24,IDR,0.0,0,24,0.0,0.0
D,canonical,I2,24,24,IDR_indet,,0,0,,
D,canonical,I2,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,I2,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,I2,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,I2,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,I3,24,24,VAR,,0,0,,
D,canonical,I3,24,24,VRR,,0,0,,
D,canonical,I3,24,24,VIR,,0,0,,
D,canonical,I3,24,24,IAR,1.0,24,24,1.0,1.0
D,canonical,I3,24,24,IDR,0.0,0,24,0.0,0.0
D,canonical,I3,24,24,IDR_indet,,0,0,,
D,canonical,I3,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,I3,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,I3,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,I3,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,I4,24,24,VAR,,0,0,,
D,canonical,I4,24,24,VRR,,0,0,,
D,canonical,I4,24,24,VIR,,0,0,,
D,canonical,I4,24,24,IAR,1.0,24,24,1.0,1.0
D,canonical,I4,24,24,IDR,0.0,0,24,0.0,0.0
D,canonical,I4,24,24,IDR_indet,,0,0,,
D,canonical,I4,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,I4,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,I4,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,I4,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,I5,24,24,VAR,,0,0,,
D,canonical,I5,24,24,VRR,,0,0,,
D,canonical,I5,24,24,VIR,,0,0,,
D,canonical,I5,24,24,IAR,1.0,24,24,1.0,1.0
D,canonical,I5,24,24,IDR,0.0,0,24,0.0,0.0
D,canonical,I5,24,24,IDR_indet,,0,0,,
D,canonical,I5,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,I5,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,I5,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,I5,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,I6,24,24,VAR,,0,0,,
D,canonical,I6,24,24,VRR,,0,0,,
D,canonical,I6,24,24,VIR,,0,0,,
D,canonical,I6,24,24,IAR,1.0,24,24,1.0,1.0
D,canonical,I6,24,24,IDR,0.0,0,24,0.0,0.0
D,canonical,I6,24,24,IDR_indet,,0,0,,
D,canonical,I6,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,I6,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,I6,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,I6,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,I7,24,24,VAR,,0,0,,
D,canonical,I7,24,24,VRR,,0,0,,
D,canonical,I7,24,24,VIR,,0,0,,
D,canonical,I7,24,24,IAR,1.0,24,24,1.0,1.0
D,canonical,I7,24,24,IDR,0.0,0,24,0.0,0.0
D,canonical,I7,24,24,IDR_indet,,0,0,,
D,canonical,I7,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,I7,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,I7,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,I7,24,24,accuracy,0.0,0,24,0.0,0.0
D,canonical,I8,24,24,VAR,,0,0,,
D,canonical,I8,24,24,VRR,,0,0,,
D,canonical,I8,24,24,VIR,,0,0,,
D,canonical,I8,24,24,IAR,0.0,0,24,0.0,0.0
D,canonical,I8,24,24,IDR,1.0,24,24,1.0,1.0
D,canonical,I8,24,24,IDR_indet,,0,0,,
D,canonical,I8,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,I8,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,I8,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,I8,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,I9,24,24,VAR,,0,0,,
D,canonical,I9,24,24,VRR,,0,0,,
D,canonical,I9,24,24,VIR,,0,0,,
D,canonical,I9,24,24,IAR,0.0,0,24,0.0,0.0
D,canonical,I9,24,24,IDR,1.0,24,24,1.0,1.0
D,canonical,I9,24,24,IDR_indet,,0,0,,
D,canonical,I9,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,I9,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,I9,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,I9,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,L1,24,24,VAR,1.0,24,24,1.0,1.0
D,canonical,L1,24,24,VRR,0.0,0,24,0.0,0.0
D,canonical,L1,24,24,VIR,0.0,0,24,0.0,0.0
D,canonical,L1,24,24,IAR,,0,0,,
D,canonical,L1,24,24,IDR,,0,0,,
D,canonical,L1,24,24,IDR_indet,,0,0,,
D,canonical,L1,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,L1,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,L1,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,L1,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,L10,24,24,VAR,1.0,24,24,1.0,1.0
D,canonical,L10,24,24,VRR,0.0,0,24,0.0,0.0
D,canonical,L10,24,24,VIR,0.0,0,24,0.0,0.0
D,canonical,L10,24,24,IAR,,0,0,,
D,canonical,L10,24,24,IDR,,0,0,,
D,canonical,L10,24,24,IDR_indet,,0,0,,
D,canonical,L10,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,L10,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,L10,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,L10,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,L2,24,24,VAR,1.0,24,24,1.0,1.0
D,canonical,L2,24,24,VRR,0.0,0,24,0.0,0.0
D,canonical,L2,24,24,VIR,0.0,0,24,0.0,0.0
D,canonical,L2,24,24,IAR,,0,0,,
D,canonical,L2,24,24,IDR,,0,0,,
D,canonical,L2,24,24,IDR_indet,,0,0,,
D,canonical,L2,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,L2,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,L2,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,L2,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,L3,24,24,VAR,1.0,24,24,1.0,1.0
D,canonical,L3,24,24,VRR,0.0,0,24,0.0,0.0
D,canonical,L3,24,24,VIR,0.0,0,24,0.0,0.0
D,canonical,L3,24,24,IAR,,0,0,,
D,canonical,L3,24,24,IDR,,0,0,,
D,canonical,L3,24,24,IDR_indet,,0,0,,
D,canonical,L3,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,L3,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,L3,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,L3,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,L4,24,24,VAR,1.0,24,24,1.0,1.0
D,canonical,L4,24,24,VRR,0.0,0,24,0.0,0.0
D,canonical,L4,24,24,VIR,0.0,0,24,0.0,0.0
D,canonical,L4,24,24,IAR,,0,0,,
D,canonical,L4,24,24,IDR,,0,0,,
D,canonical,L4,24,24,IDR_indet,,0,0,,
D,canonical,L4,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,L4,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,L4,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,L4,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,L5,24,24,VAR,1.0,24,24,1.0,1.0
D,canonical,L5,24,24,VRR,0.0,0,24,0.0,0.0
D,canonical,L5,24,24,VIR,0.0,0,24,0.0,0.0
D,canonical,L5,24,24,IAR,,0,0,,
D,canonical,L5,24,24,IDR,,0,0,,
D,canonical,L5,24,24,IDR_indet,,0,0,,
D,canonical,L5,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,L5,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,L5,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,L5,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,L6,24,24,VAR,1.0,24,24,1.0,1.0
D,canonical,L6,24,24,VRR,0.0,0,24,0.0,0.0
D,canonical,L6,24,24,VIR,0.0,0,24,0.0,0.0
D,canonical,L6,24,24,IAR,,0,0,,
D,canonical,L6,24,24,IDR,,0,0,,
D,canonical,L6,24,24,IDR_indet,,0,0,,
D,canonical,L6,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,L6,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,L6,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,L6,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,L7,24,24,VAR,1.0,24,24,1.0,1.0
D,canonical,L7,24,24,VRR,0.0,0,24,0.0,0.0
D,canonical,L7,24,24,VIR,0.0,0,24,0.0,0.0
D,canonical,L7,24,24,IAR,,0,0,,
D,canonical,L7,24,24,IDR,,0,0,,
D,canonical,L7,24,24,IDR_indet,,0,0,,
D,canonical,L7,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,L7,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,L7,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,L7,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,L8,24,24,VAR,1.0,24,24,1.0,1.0
D,canonical,L8,24,24,VRR,0.0,0,24,0.0,0.0
D,canonical,L8,24,24,VIR,0.0,0,24,0.0,0.0
D,canonical,L8,24,24,IAR,,0,0,,
D,canonical,L8,24,24,IDR,,0,0,,
D,canonical,L8,24,24,IDR_indet,,0,0,,
D,canonical,L8,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,L8,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,L8,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,L8,24,24,accuracy,1.0,24,24,1.0,1.0
D,canonical,L9,24,24,VAR,1.0,24,24,1.0,1.0
D,canonical,L9,24,24,VRR,0.0,0,24,0.0,0.0
D,canonical,L9,24,24,VIR,0.0,0,24,0.0,0.0
D,canonical,L9,24,24,IAR,,0,0,,
D,canonical,L9,24,24,IDR,,0,0,,
D,canonical,L9,24,24,IDR_indet,,0,0,,
D,canonical,L9,24,24,coverage,1.0,24,24,1.0,1.0
D,canonical,L9,24,24,abstention,0.0,0,24,0.0,0.0
D,canonical,L9,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,canonical,L9,24,24,accuracy,1.0,24,24,1.0,1.0
D,single_fault,D1,72,72,VAR,,0,0,,
D,single_fault,D1,72,72,VRR,,0,0,,
D,single_fault,D1,72,72,VIR,,0,0,,
D,single_fault,D1,72,72,IAR,,0,0,,
D,single_fault,D1,72,72,IDR,,0,0,,
D,single_fault,D1,72,72,IDR_indet,0.0,0,72,0.0,0.0
D,single_fault,D1,72,72,coverage,1.0,72,72,1.0,1.0
D,single_fault,D1,72,72,abstention,0.0,0,72,0.0,0.0
D,single_fault,D1,72,72,decision_coverage,1.0,72,72,1.0,1.0
D,single_fault,D1,72,72,accuracy,0.0,0,72,0.0,0.0
D,single_fault,D2,24,24,VAR,,0,0,,
D,single_fault,D2,24,24,VRR,,0,0,,
D,single_fault,D2,24,24,VIR,,0,0,,
D,single_fault,D2,24,24,IAR,,0,0,,
D,single_fault,D2,24,24,IDR,,0,0,,
D,single_fault,D2,24,24,IDR_indet,1.0,24,24,1.0,1.0
D,single_fault,D2,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,D2,24,24,abstention,1.0,24,24,1.0,1.0
D,single_fault,D2,24,24,decision_coverage,0.0,0,24,0.0,0.0
D,single_fault,D2,24,24,accuracy,1.0,24,24,1.0,1.0
D,single_fault,D3,24,24,VAR,,0,0,,
D,single_fault,D3,24,24,VRR,,0,0,,
D,single_fault,D3,24,24,VIR,,0,0,,
D,single_fault,D3,24,24,IAR,,0,0,,
D,single_fault,D3,24,24,IDR,,0,0,,
D,single_fault,D3,24,24,IDR_indet,0.0,0,24,0.0,0.0
D,single_fault,D3,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,D3,24,24,abstention,0.0,0,24,0.0,0.0
D,single_fault,D3,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,single_fault,D3,24,24,accuracy,0.0,0,24,0.0,0.0
D,single_fault,D4,24,24,VAR,,0,0,,
D,single_fault,D4,24,24,VRR,,0,0,,
D,single_fault,D4,24,24,VIR,,0,0,,
D,single_fault,D4,24,24,IAR,,0,0,,
D,single_fault,D4,24,24,IDR,,0,0,,
D,single_fault,D4,24,24,IDR_indet,0.0,0,24,0.0,0.0
D,single_fault,D4,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,D4,24,24,abstention,0.0,0,24,0.0,0.0
D,single_fault,D4,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,single_fault,D4,24,24,accuracy,0.0,0,24,0.0,0.0
D,single_fault,I1,24,24,VAR,,0,0,,
D,single_fault,I1,24,24,VRR,,0,0,,
D,single_fault,I1,24,24,VIR,,0,0,,
D,single_fault,I1,24,24,IAR,1.0,24,24,1.0,1.0
D,single_fault,I1,24,24,IDR,0.0,0,24,0.0,0.0
D,single_fault,I1,24,24,IDR_indet,,0,0,,
D,single_fault,I1,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,I1,24,24,abstention,0.0,0,24,0.0,0.0
D,single_fault,I1,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,single_fault,I1,24,24,accuracy,0.0,0,24,0.0,0.0
D,single_fault,I10,24,24,VAR,,0,0,,
D,single_fault,I10,24,24,VRR,,0,0,,
D,single_fault,I10,24,24,VIR,,0,0,,
D,single_fault,I10,24,24,IAR,1.0,24,24,1.0,1.0
D,single_fault,I10,24,24,IDR,0.0,0,24,0.0,0.0
D,single_fault,I10,24,24,IDR_indet,,0,0,,
D,single_fault,I10,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,I10,24,24,abstention,0.0,0,24,0.0,0.0
D,single_fault,I10,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,single_fault,I10,24,24,accuracy,0.0,0,24,0.0,0.0
D,single_fault,I2,48,48,VAR,,0,0,,
D,single_fault,I2,48,48,VRR,,0,0,,
D,single_fault,I2,48,48,VIR,,0,0,,
D,single_fault,I2,48,48,IAR,1.0,48,48,1.0,1.0
D,single_fault,I2,48,48,IDR,0.0,0,48,0.0,0.0
D,single_fault,I2,48,48,IDR_indet,,0,0,,
D,single_fault,I2,48,48,coverage,1.0,48,48,1.0,1.0
D,single_fault,I2,48,48,abstention,0.0,0,48,0.0,0.0
D,single_fault,I2,48,48,decision_coverage,1.0,48,48,1.0,1.0
D,single_fault,I2,48,48,accuracy,0.0,0,48,0.0,0.0
D,single_fault,I3,24,24,VAR,,0,0,,
D,single_fault,I3,24,24,VRR,,0,0,,
D,single_fault,I3,24,24,VIR,,0,0,,
D,single_fault,I3,24,24,IAR,1.0,24,24,1.0,1.0
D,single_fault,I3,24,24,IDR,0.0,0,24,0.0,0.0
D,single_fault,I3,24,24,IDR_indet,,0,0,,
D,single_fault,I3,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,I3,24,24,abstention,0.0,0,24,0.0,0.0
D,single_fault,I3,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,single_fault,I3,24,24,accuracy,0.0,0,24,0.0,0.0
D,single_fault,I4,24,24,VAR,,0,0,,
D,single_fault,I4,24,24,VRR,,0,0,,
D,single_fault,I4,24,24,VIR,,0,0,,
D,single_fault,I4,24,24,IAR,1.0,24,24,1.0,1.0
D,single_fault,I4,24,24,IDR,0.0,0,24,0.0,0.0
D,single_fault,I4,24,24,IDR_indet,,0,0,,
D,single_fault,I4,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,I4,24,24,abstention,0.0,0,24,0.0,0.0
D,single_fault,I4,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,single_fault,I4,24,24,accuracy,0.0,0,24,0.0,0.0
D,single_fault,I5,24,24,VAR,,0,0,,
D,single_fault,I5,24,24,VRR,,0,0,,
D,single_fault,I5,24,24,VIR,,0,0,,
D,single_fault,I5,24,24,IAR,1.0,24,24,1.0,1.0
D,single_fault,I5,24,24,IDR,0.0,0,24,0.0,0.0
D,single_fault,I5,24,24,IDR_indet,,0,0,,
D,single_fault,I5,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,I5,24,24,abstention,0.0,0,24,0.0,0.0
D,single_fault,I5,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,single_fault,I5,24,24,accuracy,0.0,0,24,0.0,0.0
D,single_fault,I6,24,24,VAR,,0,0,,
D,single_fault,I6,24,24,VRR,,0,0,,
D,single_fault,I6,24,24,VIR,,0,0,,
D,single_fault,I6,24,24,IAR,1.0,24,24,1.0,1.0
D,single_fault,I6,24,24,IDR,0.0,0,24,0.0,0.0
D,single_fault,I6,24,24,IDR_indet,,0,0,,
D,single_fault,I6,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,I6,24,24,abstention,0.0,0,24,0.0,0.0
D,single_fault,I6,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,single_fault,I6,24,24,accuracy,0.0,0,24,0.0,0.0
D,single_fault,I7,24,24,VAR,,0,0,,
D,single_fault,I7,24,24,VRR,,0,0,,
D,single_fault,I7,24,24,VIR,,0,0,,
D,single_fault,I7,24,24,IAR,1.0,24,24,1.0,1.0
D,single_fault,I7,24,24,IDR,0.0,0,24,0.0,0.0
D,single_fault,I7,24,24,IDR_indet,,0,0,,
D,single_fault,I7,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,I7,24,24,abstention,0.0,0,24,0.0,0.0
D,single_fault,I7,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,single_fault,I7,24,24,accuracy,0.0,0,24,0.0,0.0
D,single_fault,I8,24,24,VAR,,0,0,,
D,single_fault,I8,24,24,VRR,,0,0,,
D,single_fault,I8,24,24,VIR,,0,0,,
D,single_fault,I8,24,24,IAR,0.0,0,24,0.0,0.0
D,single_fault,I8,24,24,IDR,1.0,24,24,1.0,1.0
D,single_fault,I8,24,24,IDR_indet,,0,0,,
D,single_fault,I8,24,24,coverage,1.0,24,24,1.0,1.0
D,single_fault,I8,24,24,abstention,0.0,0,24,0.0,0.0
D,single_fault,I8,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,single_fault,I8,24,24,accuracy,1.0,24,24,1.0,1.0
D,single_fault,I9,96,96,VAR,,0,0,,
D,single_fault,I9,96,96,VRR,,0,0,,
D,single_fault,I9,96,96,VIR,,0,0,,
D,single_fault,I9,96,96,IAR,0.0,0,96,0.0,0.0
D,single_fault,I9,96,96,IDR,1.0,96,96,1.0,1.0
D,single_fault,I9,96,96,IDR_indet,,0,0,,
D,single_fault,I9,96,96,coverage,1.0,96,96,1.0,1.0
D,single_fault,I9,96,96,abstention,0.0,0,96,0.0,0.0
D,single_fault,I9,96,96,decision_coverage,1.0,96,96,1.0,1.0
D,single_fault,I9,96,96,accuracy,1.0,96,96,1.0,1.0
D,compound_fault,I2,24,24,VAR,,0,0,,
D,compound_fault,I2,24,24,VRR,,0,0,,
D,compound_fault,I2,24,24,VIR,,0,0,,
D,compound_fault,I2,24,24,IAR,1.0,24,24,1.0,1.0
D,compound_fault,I2,24,24,IDR,0.0,0,24,0.0,0.0
D,compound_fault,I2,24,24,IDR_indet,,0,0,,
D,compound_fault,I2,24,24,coverage,1.0,24,24,1.0,1.0
D,compound_fault,I2,24,24,abstention,0.0,0,24,0.0,0.0
D,compound_fault,I2,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,compound_fault,I2,24,24,accuracy,0.0,0,24,0.0,0.0
D,compound_fault,I3,48,48,VAR,,0,0,,
D,compound_fault,I3,48,48,VRR,,0,0,,
D,compound_fault,I3,48,48,VIR,,0,0,,
D,compound_fault,I3,48,48,IAR,1.0,48,48,1.0,1.0
D,compound_fault,I3,48,48,IDR,0.0,0,48,0.0,0.0
D,compound_fault,I3,48,48,IDR_indet,,0,0,,
D,compound_fault,I3,48,48,coverage,1.0,48,48,1.0,1.0
D,compound_fault,I3,48,48,abstention,0.0,0,48,0.0,0.0
D,compound_fault,I3,48,48,decision_coverage,1.0,48,48,1.0,1.0
D,compound_fault,I3,48,48,accuracy,0.0,0,48,0.0,0.0
D,compound_fault,I5,24,24,VAR,,0,0,,
D,compound_fault,I5,24,24,VRR,,0,0,,
D,compound_fault,I5,24,24,VIR,,0,0,,
D,compound_fault,I5,24,24,IAR,1.0,24,24,1.0,1.0
D,compound_fault,I5,24,24,IDR,0.0,0,24,0.0,0.0
D,compound_fault,I5,24,24,IDR_indet,,0,0,,
D,compound_fault,I5,24,24,coverage,1.0,24,24,1.0,1.0
D,compound_fault,I5,24,24,abstention,0.0,0,24,0.0,0.0
D,compound_fault,I5,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,compound_fault,I5,24,24,accuracy,0.0,0,24,0.0,0.0
D,all,D1,96,96,VAR,,0,0,,
D,all,D1,96,96,VRR,,0,0,,
D,all,D1,96,96,VIR,,0,0,,
D,all,D1,96,96,IAR,,0,0,,
D,all,D1,96,96,IDR,,0,0,,
D,all,D1,96,96,IDR_indet,0.0,0,96,0.0,0.0
D,all,D1,96,96,coverage,1.0,96,96,1.0,1.0
D,all,D1,96,96,abstention,0.0,0,96,0.0,0.0
D,all,D1,96,96,decision_coverage,1.0,96,96,1.0,1.0
D,all,D1,96,96,accuracy,0.0,0,96,0.0,0.0
D,all,D2,48,48,VAR,,0,0,,
D,all,D2,48,48,VRR,,0,0,,
D,all,D2,48,48,VIR,,0,0,,
D,all,D2,48,48,IAR,,0,0,,
D,all,D2,48,48,IDR,,0,0,,
D,all,D2,48,48,IDR_indet,1.0,48,48,1.0,1.0
D,all,D2,48,48,coverage,1.0,48,48,1.0,1.0
D,all,D2,48,48,abstention,1.0,48,48,1.0,1.0
D,all,D2,48,48,decision_coverage,0.0,0,48,0.0,0.0
D,all,D2,48,48,accuracy,1.0,48,48,1.0,1.0
D,all,D3,48,48,VAR,,0,0,,
D,all,D3,48,48,VRR,,0,0,,
D,all,D3,48,48,VIR,,0,0,,
D,all,D3,48,48,IAR,,0,0,,
D,all,D3,48,48,IDR,,0,0,,
D,all,D3,48,48,IDR_indet,0.0,0,48,0.0,0.0
D,all,D3,48,48,coverage,1.0,48,48,1.0,1.0
D,all,D3,48,48,abstention,0.0,0,48,0.0,0.0
D,all,D3,48,48,decision_coverage,1.0,48,48,1.0,1.0
D,all,D3,48,48,accuracy,0.0,0,48,0.0,0.0
D,all,D4,48,48,VAR,,0,0,,
D,all,D4,48,48,VRR,,0,0,,
D,all,D4,48,48,VIR,,0,0,,
D,all,D4,48,48,IAR,,0,0,,
D,all,D4,48,48,IDR,,0,0,,
D,all,D4,48,48,IDR_indet,0.0,0,48,0.0,0.0
D,all,D4,48,48,coverage,1.0,48,48,1.0,1.0
D,all,D4,48,48,abstention,0.0,0,48,0.0,0.0
D,all,D4,48,48,decision_coverage,1.0,48,48,1.0,1.0
D,all,D4,48,48,accuracy,0.0,0,48,0.0,0.0
D,all,I1,48,48,VAR,,0,0,,
D,all,I1,48,48,VRR,,0,0,,
D,all,I1,48,48,VIR,,0,0,,
